entity	type	label_pt	comment_pt	label_en	comment_en	wikidata
Guajará-Mirim_State_Park	State_park_(Brazil)	 Parque Estadual de Guajará-Mirim		Guajará-Mirim State Park	The Guajará-Mirim State Park (Portuguese: Parque Estadual de Guajará-Mirim) is a state park in the state of Rondônia, Brazil.It protects an area of savanna forest and transition into rainforest.It is in an area where there is great pressure from loggers and ranchers. A road was illegally cut through the park, apparently by loggers supported by local politicians. This received federal approval after the fact, since it provides access to areas otherwise cut off by flooding of the Madeira River.	
Guaporé_Biological_Reserve	Biological_reserve_(Brazil)	Reserva Biológica do Guaporé	A Reserva Biológica do Guaporé é uma reserva biológica localizada no estado brasileiro de Rondônia, no limite oeste do estado, na bacia do rio Guaporé, na fronteira com a Bolívia. Protege importantes várzeas dessa bacia hidrográfica, sendo uma das principais unidades de conservação do cervo-do-pantanal fora do bioma pantaneiro.	Guaporé Biological Reserve	Guaporé Biological Reserve (Portuguese: Reserva Biológica do Guaporé is a biological reserve in the state of Rondônia, Brazil, on the border with Bolivia.	Q5613879
Guariba-Roosevelt_Extractive_Reserve	Extractive_reserve_(Brazil)	 Reserva Extrativista Guariba Roosevelt		Guariba-Roosevelt Extractive Reserve	The Guariba-Roosevelt Extractive Reserve (Portuguese: Reserva Extrativista Guariba Roosevelt) is an extractive reserve in the state of Mato Grosso, Brazil.A small traditional population live through fishing, hunting, small-scale agriculture and sale of forest products such as nuts. The reserve is under intense pressure from illegal logging and land grabbing.	Q24886527
Guariba_Extractive_Reserve	Extractive_reserve_(Brazil)	 Reserva Extrativista do Guariba		Guariba Extractive Reserve	The Guariba Extractive Reserve (Portuguese: Reserva Extrativista do Guariba) is an extractive reserve in the state of Amazonas, Brazil.	Q26914348
Guariba_State_Park	State_park_(Brazil)	 Parque Estadual do Guariba		Guariba State Park	The Guariba State Park (Portuguese: Parque Estadual do Guariba) is a State park in the state of Amazonas, Brazil.	
Gurupi-Piriá_Marine_Extractive_Reserve	Extractive_reserve_(Brazil)	Reserva Extrativista Marinha de Gurupi-Piriá	A Reserva Extrativista Marinha de Gurupi-Piriá é uma unidade de conservação federal do Brasil categorizada como reserva extrativista e criada por Decreto Presidencial em 20 de maio de 2005 numa área de 74.081 hectares no estado do Pará.	Gurupi-Piriá Marine Extractive Reserve	The Gurupi-Piriá Marine Extractive Reserve (Portuguese: Reserva Extrativista Marinha de Gurupi-Piriá) is a coastal marine extractive reserve in the state of Pará, Brazil.	Q10359679
Gurupi_Biological_Reserve	Biological_reserve_(Brazil)	Reserva Biológica do Gurupi	A Reserva Biológica do Gurupi é uma reserva biológica localizada no estado brasileiro do Maranhão, criada pelo Decreto nº 95.614 de 12 de janeiro de 1988, no limite oeste do estado, perto da divisa com o Pará. Protege uma das últimas porções da Amazônia maranhense. É um importante centro de endemismo e na reserva ocorrem espécies ameaçadas de extinção como a ararajuba (Guaruba guarouba), o mutum-de-penacho (Crax fasciolata pinima), o jacamim-de-costas-verdes (Psophia viridis obscura), a araçari-de-pescoço-vermelho (Pteroglossus bitorquatus bitorquatus) e o arapaçu-da-taoca (Dendrocincla merula badia). A reserva vem sofrendo com o desmatamento ilegal, sendo uma das 10 unidades de conservação mais ameaçadas pelo desmatamento no país.	Gurupi Biological Reserve	Gurupi Biological Reserve (Portuguese: Reserva Biológica do Gurupi) is a biological reserve in the State of Maranhão, in Brazil.	Q5620531
Humaitá_National_Forest	National_forest_(Brazil)	Floresta Nacional de Humaitá	A floresta nacional de Humaitá está localizada no estado do Amazonas na região norte do Brasil. O bioma predominante é o da Floresta Amazônica.	Humaitá National Forest	The Humaitá National Forest (Portuguese: Floresta Nacional de Humaitá) is a national forest in the state of Amazonas, Brazil.	Q10282870
Igapó-Açu_Sustainable_Development_Reserve	Sustainable_development_reserve_(Brazil)	 Reserva de Desenvolvimento Sustentável Igapó-Açu		Igapó-Açu Sustainable Development Reserve	The Igapó-Açu Sustainable Development Reserve (Portuguese: Reserva de Desenvolvimento Sustentável Igapó-Açu) is a sustainable development reserve in the state of Amazonas, Brazil. It is part of a green barrier created to prevent deforestation along the BR-319 highway.	Q26761848
Igarapé_Gelado_Environmental_Protection_Area	Environmental_Protection_Area_(Brazil)	 Area de Protecao Ambiental do Igarape Gelado		Igarapé Gelado Environmental Protection Area	Igarapé Gelado Environmental Protection Area (Portuguese: Area de Protecao Ambiental do Igarape Gelado) is a protected area in the state of Pará, Brazil.It contains cultivated land and Amazon rainforest biome.	Q5991490
Igarapés_do_Juruena_State_Park	State_park_(Brazil)	 Parque Estadual Igarapés do Juruena		Igarapés do Juruena State Park	The Igarapés do Juruena State Park (Portuguese: Parque Estadual Igarapés do Juruena) is a state park in the state of Mato Grosso, Brazil.	Q26838175
Iquê_Ecological_Station	Ecological_station_(Brazil)	 Estação Ecológica do Iquê		Iquê Ecological Station	Iquê Ecological Station (Portuguese: Estação Ecológica do Iquê) is an ecological station in the Juína municipality of Mato Grosso, Brazil.	Q16862836
Itaituba_II_National_Forest	National_forest_(Brazil)	 Floresta Nacional de Itaituba II		Itaituba II National Forest	Itaituba II National Forest (Portuguese: Floresta Nacional de Itaituba II) is a national forest in the state of Pará, Brazil.	Q25067691
Itaituba_I_National_Forest	National_forest_(Brazil)	 Floresta Nacional de Itaituba I		Itaituba I National Forest	Itaituba I National Forest (Portuguese: Floresta Nacional de Itaituba I) is a national forest in the state of Pará, Brazil.	Q25067694
Ituxi_Extractive_Reserve	Extractive_reserve_(Brazil)	Reserva Extrativista Ituxí	A Reserva Extrativista Ituxi é uma unidade de conservação federal do Brasil categorizada como reserva extrativista e criada por decreto presidencial em 5 de junho de 2008, numa área de 776.940 hectares, no município de Lábrea, no estado do Amazonas.	Ituxi Extractive Reserve	The Ituxi Extractive Reserve (Portuguese: Reserva Extrativista Ituxi) is an extractive reserve in the state of Amazonas, Brazil.	Q10359672
Jacundá_National_Forest	National_forest_(Brazil)	Floresta Nacional de Jacundá	A floresta nacional do Jacundá foi criada pelo Decreto Presidencial (art. 84, IV, CF e art. 17 da Lei n. 9.985-00) de 1º de dezembro de 2004. Localiza-se nos municípios de Porto Velho e Candeias do Jamari, no estado de Rondônia. Por ser uma Floresta Nacional Federal (FLONA), seus interesses, em caso de danos ou impactos, pertencem à União (art. 109, IV), e compete à Justiça Federal processar e julgar os crimes relativos a ela. É administrada pelo Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio).	Jacundá National Forest	The Jacundá National Forest (Portuguese: Floresta Nacional de Jacundá) is a sustainable-use national forest in the state of Rondônia, Brazil.	Q10282873
Jalapão_State_Park	State_park_(Brazil)	Parque Estadual do Jalapão	O parque estadual do Jalapão é uma unidade de conservação brasileira de proteção integral à natureza localizada na região leste do estado do Tocantins. O território do parque, com uma área de 158 970,95 ha, está distribuído pelos municípios de Mateiros eSão Félix do Tocantins. Criado em 12 de janeiro de 2001, Jalapão é o maior parque estadual do Tocantins. A vegetação no parque é predominantemente a de cerrado ralo e a de campo limpo com veredas.	Jalapão State Park	Jalapão State Park (Portuguese: Parque Estadual do Jalapão) is a state park in the Jalapão microregion of eastern Tocantins, Brazil.It contains a variety of landscapes including cerrado vegetation, sand dunes and flat-topped plateaus.	Q10345079
Jamanxim_National_Forest	National_forest_(Brazil)	 Floresta Nacional do Jamanxim		Jamanxim National Forest	The Jamanxim National Forest (Portuguese: Floresta Nacional do Jamanxim) is a national forest created in 2006 in the state of Pará, Brazil. The purpose is to ensure sustainable use of forest resources. The forest contains a sizeable population of settlers without land titles, and informal forest clearing and burning was continuing two years after the national forest had been created.Disputes over the legality of the forest creation were continuing in 2015.	Q24960009
Jamanxim_National_Park	National_park_(Brazil)	Parque Nacional do Jamanxim	O Parque Nacional do Jamanxim é um parque nacional brasileiro localizado no Pará. Protege áreas de floresta em região com alta pressão de desmatamento, sofrendo com situação fundiária não regularizada, grilagem, desmatamento e garimpo.	Jamanxim National Park	The Jamanxim National Park (Portuguese: Parque Nacional do Jamanxim) is a national park in the state of Pará, Brazil.	Q22074164
Jari_Ecological_Station	Ecological_station_(Brazil)	Estação Ecológica do Jari	A estação ecológica do Jari é uma unidade de conservação brasileira de proteção integral da natureza localizada nos estados do Amapá e do Pará, com território distribuído pelos municípios de Almeirim, Laranjal do Jari e Mazagão. O bioma predominante é o da Floresta Amazônica.	Jari Ecological Station	Jari Ecological Station (Portuguese: Estação Ecológica do Jari) is an ecological station in Brazil, located in the states of Amapá and Pará, created in 1984.	Q6160189
Jaru_Biological_Reserve	Biological_reserve_(Brazil)	Reserva Biológica do Jaru	A Reserva Biológica do Jaru localiza-se no estado brasileiro de Rondônia, no limite leste do estado, no município de Ji-Paraná. Ocupa uma área de 353.335 hectares.	Jaru Biological Reserve	Jaru Biological Reserve (Portuguese: Reserva Biológica do Jaru) is a biological reserve in the state of Rondônia, Brazil.It is part of the Southern Amazon Conservation Corridor.	Q6161159
Javari-Buriti_Area_of_Relevant_Ecological_Interest	Area_of_relevant_ecological_interest_(Brazil)	Área de Relevante Interesse Ecológico Javari Buriti	A Área de Relevante Interesse Ecológico Javari Buriti está localizada no estado do Amazonas na região norte do Brasil. O bioma predominante é o da Floresta Amazônica.	Javari-Buriti Area of Relevant Ecological Interest	The Javari-Buriti Area of Relevant Ecological Interest (Portuguese: Área de Relevante Interesse Ecológico Javari-Buriti) is an area of relevant ecological interest in the state of Amazonas, Brazil.	Q10395971
Jaú_National_Park	National_park_(Brazil)	Parque Nacional do Jaú	O Parque Nacional do Jaú é uma unidade de conservação brasileira de proteção integral da natureza localizada nos estados do Amazonas e de Roraima, com território distribuído pelos municípios de Barcelos, Codajás, Novo Airão e Rorainópolis, em plena floresta Amazônica. Com um área de 2 367 333 ha e um perímetro de 1 213 km, Jaú é a quarta maior reserva florestal do Brasil e o terceiro maior parque do mundo em floresta tropical úmida intacta. Criado através do Decreto Nº 85.200, emitido pela Presidência da República em 24 de setembro de 1980, o parque tem por finalidade	Jaú National Park	The Jau national park (Portuguese: Parque Nacional do Jaú) is a national park located in the state of Amazonas, Brazil.It is the largest forest reserve in South America, and part of a World Heritage Site.	Q332381
Juami-Japurá_Ecological_Station	Ecological_station_(Brazil)	Estação Ecológica Juami-Japurá	A Estação Ecológica de Juami-Japurá está localizada no estado do Amazonas na região norte do Brasil. O bioma predominante é o da Floresta Amazônica.	Juami-Japurá Ecological Station	Juami-Japurá Ecological Station (Portuguese: Estação Ecológica Juami-Japurá) is an ecological station in the municipality of Japurá, Amazonas, Brazil.	Q6298731
